project,organization,location,recording_date,recording_time,status,latitude,longitude,buffer_radius_m,species_code,scientific_name,species_english_name,species_class,method,rain,wind,noise,industry_noise,audio_issues,species_individual_name,transcriber,confidence,abundance,min0_voc,min0_start,min0_freq_range,min0_tag_duration,min1_voc,min1_start,min1_freq_range,min1_tag_duration,min2_voc,min2_start,min2_freq_range,min2_tag_duration,daily_weather_station_nm,task_status,daily_weather_station_elevation,daily_weather_station_distance,daily_min_temp,daily_max_temp,daily_mean_temp,daily_total_rain_mm,daily_total_snow_cm,daily_precipitation_mm,daily_snow_on_ground_cm,hourly_weather_station_nm,hourly_weather_station_elevation,hourly_weather_station_distance,hourly_temp,hourly_dew_point,hourly_rel_humidity,hourly_precipitation_mm,hourly_wind_direction,hourly_wind_speed,hourly_visibility_km,hourly_station_pressure,hourly_humidex,hourly_wind_chill,hourly_weather_attributes,land_features,equipment_used,task_comment,species_comment,original_file_name,tagged_in_wildtrax
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,COYE,Geothlypis trichas,Common Yellowthroat,AVES,3m 1SPR,None,None,Light,None,None,1,Hannah Phillips,Confident,1,Song,11.7,2.19kHz to 6.30kHz,1.54,,,,,,,,,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,CCSP,Spizella pallida,Clay-colored Sparrow,AVES,3m 1SPR,None,None,Light,None,None,1,Hannah Phillips,Confident,1,Song,14.4,2.94kHz to 5.37kHz,4.14,,,,,,,,,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,RWBL,Agelaius phoeniceus,Red-winged Blackbird,AVES,3m 1SPR,None,None,Light,None,None,2,Hannah Phillips,Confident,1,Song,24.6,0.84kHz to 3.69kHz,0.80,,,,,,,,,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,W-P10-32-59,2021-06-08,05:40:00,Active,59.256650,-118.479479,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,None,None,None,1,Scott Wilson,Confident,1,Song,29.7,2.05kHz to 4.30kHz,3.48,,,,,,,,,HIGH LEVEL,Transcribed,339.00m,103km,-1.10,17.90,8.40,,,0.00,,HIGH LEVEL,339.00m,103km,-0.30,-0.60,98,0.00,35,3,,97.92,,-1,NA,,,,,W-P10-32-59_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,3m 1SPR,None,None,Light,None,None,2,Hannah Phillips,Confident,1,Song,48.9,2.29kHz to 5.98kHz,1.76,,,,,,,,,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,W-P10-32-59,2021-06-08,05:40:00,Active,59.256650,-118.479479,,RUGR,Bonasa umbellus,Ruffed Grouse,AVES,3m 1SPR,None,None,None,None,None,1,Scott Wilson,Confident,1,Non-vocal,52.2,0.00kHz to 0.70kHz,6.54,,,,,,,,,HIGH LEVEL,Transcribed,339.00m,103km,-1.10,17.90,8.40,,,0.00,,HIGH LEVEL,339.00m,103km,-0.30,-0.60,98,0.00,35,3,,97.92,,-1,NA,,,,,W-P10-32-59_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,UNKN, ,Unidentified signal,UNKNOWN,3m 1SPR,None,None,Light,None,None,1,Hannah Phillips,To Be Checked,1,Song,53.3,0.65kHz to 1.68kHz,1.99,,,,,,,,,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,W-P10-32-59,2021-06-08,05:40:00,Active,59.256650,-118.479479,,UNPA, ,Unidentified Passerine,AVES,3m 1SPR,None,None,None,None,None,1,Scott Wilson,Unknown far,1,,,,,Song,2.2,1.40kHz to 5.32kHz,2.04,,,,,HIGH LEVEL,Transcribed,339.00m,103km,-1.10,17.90,8.40,,,0.00,,HIGH LEVEL,339.00m,103km,-0.30,-0.60,98,0.00,35,3,,97.92,,-1,NA,,,,WAVI?,W-P10-32-59_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,Light,None,None,1,Hannah Phillips,Confident,1,,,,,Song,2.7,2.19kHz to 4.11kHz,2.49,,,,,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,BLPW,Setophaga striata,Blackpoll Warbler,AVES,3m 1SPR,None,None,Light,None,None,2,Hannah Phillips,Confident,1,,,,,Song,18.8,7.47kHz to 10.69kHz,2.14,,,,,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,LISP,Melospiza lincolnii,Lincoln's Sparrow,AVES,3m 1SPR,None,None,Light,None,None,1,Hannah Phillips,Confident,1,,,,,Song,46.1,1.35kHz to 6.30kHz,1.84,,,,,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,LCSP,Ammospiza leconteii,Le Conte's Sparrow,AVES,3m 1SPR,None,None,Light,None,None,3,Hannah Phillips,Confident,1,,,,,,,,,Song,5.4,6.07kHz to 8.82kHz,0.84,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,RWBL,Agelaius phoeniceus,Red-winged Blackbird,AVES,3m 1SPR,None,None,Light,None,None,1,Hannah Phillips,Confident,1,,,,,,,,,Song,6.7,1.59kHz to 4.30kHz,1.06,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,CCSP,Spizella pallida,Clay-colored Sparrow,AVES,3m 1SPR,None,None,Light,None,None,2,Hannah Phillips,Confident,1,,,,,,,,,Song,16.6,3.83kHz to 6.12kHz,3.15,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,SAVS,Passerculus sandwichensis,Savannah Sparrow,AVES,3m 1SPR,None,None,Light,None,None,1,Hannah Phillips,To Be Checked,1,,,,,,,,,Song,19.8,2.05kHz to 4.53kHz,0.90,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,WISN,Gallinago delicata,Wilson's Snipe,AVES,3m 1SPR,None,None,Light,None,None,1,Hannah Phillips,Confident,1,,,,,,,,,Call,26.3,1.07kHz to 3.36kHz,9.29,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,W-P10-32-59,2021-06-08,05:40:00,Active,59.256650,-118.479479,,UNKN, ,Unidentified signal,UNKNOWN,3m 1SPR,None,None,None,None,None,1,Scott Wilson,Unknown far,1,,,,,,,,,Call,35.1,0.05kHz to 4.25kHz,0.89,HIGH LEVEL,Transcribed,339.00m,103km,-1.10,17.90,8.40,,,0.00,,HIGH LEVEL,339.00m,103km,-0.30,-0.60,98,0.00,35,3,,97.92,,-1,NA,,,,,W-P10-32-59_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,AMRO,Turdus migratorius,American Robin,AVES,3m 1SPR,None,None,Light,None,None,1,Hannah Phillips,Confident,1,,,,,,,,,Song,50.9,1.31kHz to 3.22kHz,2.83,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,S-P10-23-16,2021-06-08,05:40:00,Active,56.045220,-115.355972,,BCCH,Poecile atricapillus,Black-capped Chickadee,AVES,3m 1SPR,None,None,Light,None,None,1,Hannah Phillips,Confident,1,,,,,,,,,Song,51.4,3.22kHz to 4.39kHz,1.88,RED EARTH,Transcribed,546.00m,56km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,56km,3.70,3.10,96,0.00,34,2,,95.47,,,NA,,,,,S-P10-23-16_20210608_054000.wav,t
Edge Communities,BU,H-P10-2-41,2021-06-08,22:00:00,Active,49.485300,-114.397931,,AMRO,Turdus migratorius,American Robin,AVES,3m 1SPR,None,None,None,None,None,1,Nola Sheets,Unknown far,1,Song,0.0,1.17kHz to 3.55kHz,9.98,,,,,,,,,BEAVER MINES,Transcribed,1257.00m,16km,3.20,11.50,7.40,,,0.00,,BEAVER MINES,1257.00m,16km,9.20,6.30,82,0.00,1,1,,87.59,,,NA,,,,,H-P10-2-41_20210608_220000.wav,t
Edge Communities,BU,S-P15-7-18,2021-06-08,22:00:00,Active,,,,HETH,Catharus guttatus,Hermit Thrush,AVES,3m 1SPR,None,None,None,None,None,1,Kelsey Bell,Confident,1,Song,0.6,1.59kHz to 3.74kHz,0.88,,,,,,,,,No long/lat entered,Transcribed,"","",,,,,,,,No long/lat entered,"","",,,,,,,,,,,,,,,,S-P15-7-18_20210608_220000.wav,t
Edge Communities,BU,S-P15-7-18,2021-06-08,22:00:00,Active,,,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,None,None,1,Kelsey Bell,Unknown far,1,Song,7.5,1.63kHz to 4.06kHz,1.38,,,,,,,,,No long/lat entered,Transcribed,"","",,,,,,,,No long/lat entered,"","",,,,,,,,,,,,,,,,S-P15-7-18_20210608_220000.wav,t
Edge Communities,BU,S-P15-7-18,2021-06-08,22:00:00,Active,,,,OCWA,Leiothylpis celata,Orange-crowned Warbler,AVES,3m 1SPR,None,None,None,None,None,1,Kelsey Bell,Confident,1,Song,46.4,3.78kHz to 5.88kHz,1.88,,,,,,,,,No long/lat entered,Transcribed,"","",,,,,,,,No long/lat entered,"","",,,,,,,,,,,,,,,,S-P15-7-18_20210608_220000.wav,t
Edge Communities,BU,S-P15-7-18,2021-06-08,22:00:00,Active,,,,CONW,Oporornis agilis,Connecticut Warbler,AVES,3m 1SPR,None,None,None,None,None,1,Kelsey Bell,To Be Checked,1,,,,,,,,,Song,19.6,3.08kHz to 6.12kHz,1.99,No long/lat entered,Transcribed,"","",,,,,,,,No long/lat entered,"","",,,,,,,,,,,,,,,tone sounds a bit off and no locational data given.,S-P15-7-18_20210608_220000.wav,t
Edge Communities,BU,W-P10-32-29,2021-06-08,22:20:00,Active,59.252640,-118.599692,,CONI,Chordeiles minor,Common Nighthawk,AVES,3m 1SPR,None,None,None,None,None,1,bprobinson@live.ca,Confident,1,Non-vocal,0.9,0.09kHz to 1.03kHz,1.03,,,,,,,,,HIGH LEVEL,Transcribed,339.00m,108km,-1.10,17.90,8.40,,,0.00,,HIGH LEVEL,339.00m,108km,9.90,4.30,68,0.00,11,2,,97.89,,,NA,,,,,W-P10-32-29_20210608_222000.wav,t
Edge Communities,BU,H-N5-23-56,2021-06-08,22:20:00,Active,56.058250,-115.247894,,LINO, ,Light continuous industrial noise,ABIOTIC,3m 1SPR,None,None,None,Light,None,1,bprobinson@live.ca,Confident,1,Non-vocal,1.0,0.14kHz to 1.40kHz,5.04,,,,,,,,,RED EARTH,Transcribed,546.00m,55km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,55km,8.60,2.50,66,0.00,11,5,,95.60,,,NA,,,,,H-N5-23-56_20210608_222000.wav,t
Edge Communities,BU,H-N5-23-56,2021-06-08,22:20:00,Active,56.058250,-115.247894,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,Light,None,1,bprobinson@live.ca,Confident,1,Song,1.1,1.68kHz to 4.62kHz,1.36,,,,,,,,,RED EARTH,Transcribed,546.00m,55km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,55km,8.60,2.50,66,0.00,11,5,,95.60,,,NA,,,,,H-N5-23-56_20210608_222000.wav,t
Edge Communities,BU,W-P10-32-29,2021-06-08,22:20:00,Active,59.252640,-118.599692,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,None,None,1,bprobinson@live.ca,Confident,1,Call,2.9,1.68kHz to 2.75kHz,0.21,,,,,,,,,HIGH LEVEL,Transcribed,339.00m,108km,-1.10,17.90,8.40,,,0.00,,HIGH LEVEL,339.00m,108km,9.90,4.30,68,0.00,11,2,,97.89,,,NA,,,,,W-P10-32-29_20210608_222000.wav,t
Edge Communities,BU,H-N5-23-56,2021-06-08,22:20:00,Active,56.058250,-115.247894,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,Light,None,2,bprobinson@live.ca,Confident,1,Song,3.1,1.21kHz to 4.39kHz,1.25,,,,,,,,,RED EARTH,Transcribed,546.00m,55km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,55km,8.60,2.50,66,0.00,11,5,,95.60,,,NA,,,,,H-N5-23-56_20210608_222000.wav,t
Edge Communities,BU,W-P10-32-29,2021-06-08,22:20:00,Active,59.252640,-118.599692,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,None,None,2,bprobinson@live.ca,Confident,1,Song,3.2,1.35kHz to 4.86kHz,1.19,,,,,,,,,HIGH LEVEL,Transcribed,339.00m,108km,-1.10,17.90,8.40,,,0.00,,HIGH LEVEL,339.00m,108km,9.90,4.30,68,0.00,11,2,,97.89,,,NA,,,,,W-P10-32-29_20210608_222000.wav,t
Edge Communities,BU,H-P10-32-47,2021-06-08,22:20:00,Active,59.250950,-118.503832,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,None,None,1,bprobinson@live.ca,Confident,1,Song,3.8,1.31kHz to 4.86kHz,1.35,,,,,,,,,HIGH LEVEL,Transcribed,339.00m,104km,-1.10,17.90,8.40,,,0.00,,HIGH LEVEL,339.00m,104km,9.90,4.30,68,0.00,11,2,,97.89,,,NA,,,,,H-P10-32-47_20210608_222000.wav,t
Edge Communities,BU,H-P10-19-107,2021-06-08,22:20:00,Active,55.262910,-113.446860,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Confident,1,Song,4.3,1.26kHz to 5.09kHz,1.44,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,1.30,15.00,8.10,,,0.50,,PLEASANT VIEW,649.00m,35km,10.30,6.10,76,0.00,5,11,,,,,NA,,,,,H-P10-19-107_20210608_222000.wav,t
Edge Communities,BU,H-N5-23-56,2021-06-08,22:20:00,Active,56.058250,-115.247894,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,Light,None,3,bprobinson@live.ca,Confident,1,Call,7.3,0.98kHz to 3.13kHz,0.29,,,,,,,,,RED EARTH,Transcribed,546.00m,55km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,55km,8.60,2.50,66,0.00,11,5,,95.60,,,NA,,,,,H-N5-23-56_20210608_222000.wav,t
Edge Communities,BU,H-P10-32-47,2021-06-08,22:20:00,Active,59.250950,-118.503832,,RUGR,Bonasa umbellus,Ruffed Grouse,AVES,3m 1SPR,None,None,None,None,None,1,bprobinson@live.ca,Confident,1,Non-vocal,8.0,0.00kHz to 0.61kHz,10.51,,,,,,,,,HIGH LEVEL,Transcribed,339.00m,104km,-1.10,17.90,8.40,,,0.00,,HIGH LEVEL,339.00m,104km,9.90,4.30,68,0.00,11,2,,97.89,,,NA,,,,,H-P10-32-47_20210608_222000.wav,t
Edge Communities,BU,H-N5-23-56,2021-06-08,22:20:00,Active,56.058250,-115.247894,,CONI,Chordeiles minor,Common Nighthawk,AVES,3m 1SPR,None,None,None,Light,None,1,bprobinson@live.ca,Confident,1,Non-vocal,8.6,0.05kHz to 1.45kHz,0.74,,,,,,,,,RED EARTH,Transcribed,546.00m,55km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,55km,8.60,2.50,66,0.00,11,5,,95.60,,,NA,,,,,H-N5-23-56_20210608_222000.wav,t
Edge Communities,BU,H-P10-19-107,2021-06-08,22:20:00,Active,55.262910,-113.446860,,BCFR,Pseudacris maculata,Boreal Chorus Frog,AMPHIBIA,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Confident,CI 1,Song,22.0,2.66kHz to 3.78kHz,5.54,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,1.30,15.00,8.10,,,0.50,,PLEASANT VIEW,649.00m,35km,10.30,6.10,76,0.00,5,11,,,,,NA,,,,,H-P10-19-107_20210608_222000.wav,t
Edge Communities,BU,H-N5-23-56,2021-06-08,22:20:00,Active,56.058250,-115.247894,,OVEN,Seiurus aurocapilla,Ovenbird,AVES,3m 1SPR,None,None,None,Light,None,1,bprobinson@live.ca,Confident,1,Song,34.8,1.54kHz to 7.28kHz,2.61,,,,,,,,,RED EARTH,Transcribed,546.00m,55km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,55km,8.60,2.50,66,0.00,11,5,,95.60,,,NA,,,,,H-N5-23-56_20210608_222000.wav,t
Edge Communities,BU,S-P15-10-60,2021-06-08,22:20:00,Active,53.746660,-118.338390,,UNBI,,Unidentified bird,AVES,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Unknown far,1,Song,35.8,1.49kHz to 3.50kHz,1.83,,,,,,,,,HENDRICKSON CREEK,Transcribed,1448.00m,9km,0.40,7.70,4.00,,,9.20,,HENDRICKSON CREEK,1448.00m,9km,4.60,3.80,94,0.00,10,4,,85.37,,,NA,,,buzzing from insect heard after 80 sec to end of audio recording  ,,S-P15-10-60_20210608_222000.wav,t
Edge Communities,BU,W-P10-32-29,2021-06-08,22:20:00,Active,59.252640,-118.599692,,RUGR,Bonasa umbellus,Ruffed Grouse,AVES,3m 1SPR,None,None,None,None,None,1,bprobinson@live.ca,Confident,2,Non-vocal,48.0,0.00kHz to 0.51kHz,12.59,,,,,,,,,HIGH LEVEL,Transcribed,339.00m,108km,-1.10,17.90,8.40,,,0.00,,HIGH LEVEL,339.00m,108km,9.90,4.30,68,0.00,11,2,,97.89,,,NA,,,,,W-P10-32-29_20210608_222000.wav,t
Edge Communities,BU,H-P10-19-107,2021-06-08,22:20:00,Active,55.262910,-113.446860,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Confident,1,Song,51.2,2.89kHz to 4.25kHz,2.01,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,1.30,15.00,8.10,,,0.50,,PLEASANT VIEW,649.00m,35km,10.30,6.10,76,0.00,5,11,,,,,NA,,,,,H-P10-19-107_20210608_222000.wav,t
Edge Communities,BU,H-P10-19-107,2021-06-08,22:20:00,Active,55.262910,-113.446860,,AMRO,Turdus migratorius,American Robin,AVES,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Confident,1,Song,54.5,1.82kHz to 3.83kHz,3.49,,,,,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,1.30,15.00,8.10,,,0.50,,PLEASANT VIEW,649.00m,35km,10.30,6.10,76,0.00,5,11,,,,,NA,,,,,H-P10-19-107_20210608_222000.wav,t
Edge Communities,BU,S-P15-10-60,2021-06-08,22:20:00,Active,53.746660,-118.338390,,UNBI,,Unidentified bird,AVES,3m 1SPR,None,None,None,None,None,2,Hannah Phillips,Unknown far,1,,,,,Song,6.7,0.79kHz to 4.44kHz,3.61,,,,,HENDRICKSON CREEK,Transcribed,1448.00m,9km,0.40,7.70,4.00,,,9.20,,HENDRICKSON CREEK,1448.00m,9km,4.60,3.80,94,0.00,10,4,,85.37,,,NA,,,buzzing from insect heard after 80 sec to end of audio recording  ,,S-P15-10-60_20210608_222000.wav,t
Edge Communities,BU,H-P10-19-107,2021-06-08,22:20:00,Active,55.262910,-113.446860,,SWTH,Catharus ustulatus,Swainson's Thrush,AVES,3m 1SPR,None,None,None,None,None,2,Hannah Phillips,Confident,1,,,,,Song,9.4,2.10kHz to 4.11kHz,1.63,,,,,PLEASANT VIEW,Transcribed,649.00m,35km,1.30,15.00,8.10,,,0.50,,PLEASANT VIEW,649.00m,35km,10.30,6.10,76,0.00,5,11,,,,,NA,,,,,H-P10-19-107_20210608_222000.wav,t
Edge Communities,BU,H-P10-32-47,2021-06-08,22:20:00,Active,59.250950,-118.503832,,RUGR,Bonasa umbellus,Ruffed Grouse,AVES,3m 1SPR,None,None,None,None,None,2,bprobinson@live.ca,Confident,1,,,,,Non-vocal,43.7,0.09kHz to 0.61kHz,8.18,,,,,HIGH LEVEL,Transcribed,339.00m,104km,-1.10,17.90,8.40,,,0.00,,HIGH LEVEL,339.00m,104km,9.90,4.30,68,0.00,11,2,,97.89,,,NA,,,,,H-P10-32-47_20210608_222000.wav,t
Edge Communities,BU,H-N5-23-56,2021-06-08,22:20:00,Active,56.058250,-115.247894,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,None,Light,None,1,bprobinson@live.ca,Confident,1,,,,,,,,,Song,12.9,3.18kHz to 5.09kHz,5.09,RED EARTH,Transcribed,546.00m,55km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,55km,8.60,2.50,66,0.00,11,5,,95.60,,,NA,,,,,H-N5-23-56_20210608_222000.wav,t
Edge Communities,BU,H-P10-19-107,2021-06-08,22:20:00,Active,55.262910,-113.446860,,UNPA, ,Unidentified Passerine,AVES,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,To Be Checked,1,,,,,,,,,Song,15.0,3.74kHz to 6.16kHz,1.44,PLEASANT VIEW,Transcribed,649.00m,35km,1.30,15.00,8.10,,,0.50,,PLEASANT VIEW,649.00m,35km,10.30,6.10,76,0.00,5,11,,,,,NA,,,,,H-P10-19-107_20210608_222000.wav,t
Edge Communities,BU,H-P10-19-107,2021-06-08,22:20:00,Active,55.262910,-113.446860,,TEWA,Leiothylpis peregrina,Tennessee Warbler,AVES,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Confident,1,,,,,,,,,Song,15.1,4.34kHz to 8.31kHz,2.58,PLEASANT VIEW,Transcribed,649.00m,35km,1.30,15.00,8.10,,,0.50,,PLEASANT VIEW,649.00m,35km,10.30,6.10,76,0.00,5,11,,,,,NA,,,,,H-P10-19-107_20210608_222000.wav,t
Edge Communities,BU,H-N5-23-56,2021-06-08,22:20:00,Active,56.058250,-115.247894,,WTSP,Zonotrichia albicollis,White-throated Sparrow,AVES,3m 1SPR,None,None,None,Light,None,2,bprobinson@live.ca,Confident,1,,,,,,,,,Song,31.0,3.64kHz to 5.51kHz,4.54,RED EARTH,Transcribed,546.00m,55km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,55km,8.60,2.50,66,0.00,11,5,,95.60,,,NA,,,,,H-N5-23-56_20210608_222000.wav,t
Edge Communities,BU,S-P15-10-60,2021-06-08,22:20:00,Active,53.746660,-118.338390,,WISN,Gallinago delicata,Wilson's Snipe,AVES,3m 1SPR,None,None,None,None,None,1,Hannah Phillips,Confident,1,,,,,,,,,Call,31.3,0.37kHz to 2.19kHz,2.43,HENDRICKSON CREEK,Transcribed,1448.00m,9km,0.40,7.70,4.00,,,9.20,,HENDRICKSON CREEK,1448.00m,9km,4.60,3.80,94,0.00,10,4,,85.37,,,NA,,,buzzing from insect heard after 80 sec to end of audio recording  ,winnow,S-P15-10-60_20210608_222000.wav,t
Edge Communities,BU,P-P15-23-65,2021-06-08,22:40:00,Active,56.090080,-115.279713,,BCFR,Pseudacris maculata,Boreal Chorus Frog,AMPHIBIA,3m 1SPR,None,None,Light,None,None,1,Nola Sheets,Confident,CI 2,Song,0.1,1.68kHz to 4.81kHz,5.85,,,,,,,,,RED EARTH,Transcribed,546.00m,51km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,51km,8.60,2.50,66,0.00,11,5,,95.60,,,NA,,,,,P-P15-23-65_20210608_224000.wav,t
Edge Communities,BU,P-P15-23-65,2021-06-08,22:40:00,Active,56.090080,-115.279713,,LEYE,Tringa flavipes,Lesser Yellowlegs,AVES,3m 1SPR,None,None,Light,None,None,1,Nola Sheets,Confident,1,Call,0.1,1.35kHz to 3.69kHz,9.31,,,,,,,,,RED EARTH,Transcribed,546.00m,51km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,51km,8.60,2.50,66,0.00,11,5,,95.60,,,NA,,,,,P-P15-23-65_20210608_224000.wav,t
Edge Communities,BU,P-P15-23-65,2021-06-08,22:40:00,Active,56.090080,-115.279713,,UNPA, ,Unidentified Passerine,AVES,3m 1SPR,None,None,Light,None,None,1,Nola Sheets,To Be Checked,1,Call,5.4,6.63kHz to 10.93kHz,3.86,,,,,,,,,RED EARTH,Transcribed,546.00m,51km,0.90,16.70,8.80,,,0.40,,RED EARTH,546.00m,51km,8.60,2.50,66,0.00,11,5,,95.60,,,NA,,,,,P-P15-23-65_20210608_224000.wav,t
